timestamp_ms,datetime_utc,open,high,low,close,volume,vwap
1719256500000,2024-06-24 19:15:00+00:00,544.35,544.41,543.98,544.23,1367040.0,544.2309
1719257400000,2024-06-24 19:30:00+00:00,544.24,544.42,543.9,544.075,2191216.0,544.2188
1719258300000,2024-06-24 19:45:00+00:00,544.09,544.1714,542.63,542.65,7878456.0,543.385
1719259200000,2024-06-24 20:00:00+00:00,542.74,542.91,542.21,542.81,3771473.0,542.6147
1719260100000,2024-06-24 20:15:00+00:00,542.8,542.88,542.42,542.48,646271.0,543.3437
1719261000000,2024-06-24 20:30:00+00:00,542.5,542.7,542.39,542.7,89505.0,542.6574
1719261900000,2024-06-24 20:45:00+00:00,542.69,542.79,542.63,542.79,303129.0,542.7324
1719262800000,2024-06-24 21:00:00+00:00,542.7989,542.95,542.75,542.94,43084.0,542.8774
1719263700000,2024-06-24 21:15:00+00:00,542.86,542.94,542.81,542.85,43771.0,542.7756
1719264600000,2024-06-24 21:30:00+00:00,542.86,542.9,542.82,542.88,12527.0,542.8689
1719265500000,2024-06-24 21:45:00+00:00,542.82,542.92,542.82,542.88,10710.0,542.8858
1719266400000,2024-06-24 22:00:00+00:00,542.84,543.02,542.64,542.81,407663.0,542.6637
1719267300000,2024-06-24 22:15:00+00:00,542.89,542.94,542.89,542.93,12624.0,542.9099
1719268200000,2024-06-24 22:30:00+00:00,542.95,542.98,542.94,542.94,1754.0,542.9545
1719269100000,2024-06-24 22:45:00+00:00,542.91,542.96,542.91,542.96,2668.0,542.9224
1719270000000,2024-06-24 23:00:00+00:00,542.9,542.95,542.89,542.95,1384.0,542.9358
1719270900000,2024-06-24 23:15:00+00:00,542.97,543.05,542.96,543.05,3799.0,542.9839
1719271800000,2024-06-24 23:30:00+00:00,543.11,543.11,542.99,542.99,975.0,543.03
1719272700000,2024-06-24 23:45:00+00:00,542.98,543.08,542.98,543.08,6973.0,543.0509
1719302400000,2024-06-25 08:00:00+00:00,542.69,543.03,542.46,543.03,9426.0,542.5998
1719303300000,2024-06-25 08:15:00+00:00,542.9,543.4,542.9,543.32,28505.0,543.2512
1719304200000,2024-06-25 08:30:00+00:00,543.48,543.6,543.41,543.41,2965.0,543.4911
1719305100000,2024-06-25 08:45:00+00:00,543.43,543.59,543.27,543.59,3209.0,543.4197
1719306000000,2024-06-25 09:00:00+00:00,543.62,543.78,543.51,543.58,2531.0,543.6034
1719306900000,2024-06-25 09:15:00+00:00,543.62,543.87,543.62,543.87,16438.0,543.7886
1719307800000,2024-06-25 09:30:00+00:00,543.96,543.96,543.82,543.86,2178.0,543.8874
1719308700000,2024-06-25 09:45:00+00:00,543.96,544.0,543.88,544.0,1985.0,543.9519
1719309600000,2024-06-25 10:00:00+00:00,544.0,544.03,543.81,543.81,1582.0,543.9089
1719310500000,2024-06-25 10:15:00+00:00,543.97,543.97,543.88,543.88,940.0,543.9031
1719311400000,2024-06-25 10:30:00+00:00,543.88,543.95,543.77,543.82,2499.0,543.861
1719312300000,2024-06-25 10:45:00+00:00,543.72,543.96,543.72,543.96,5296.0,543.7974
1719313200000,2024-06-25 11:00:00+00:00,543.89,544.0,543.37,543.9,162076.0,543.6946
1719314100000,2024-06-25 11:15:00+00:00,543.99,544.15,543.73,543.89,23927.0,544.0022
1719315000000,2024-06-25 11:30:00+00:00,543.91,543.95,543.45,543.5,13424.0,543.8011
1719315900000,2024-06-25 11:45:00+00:00,543.59,543.92,543.58,543.92,18551.0,543.7452
1719316800000,2024-06-25 12:00:00+00:00,543.9996,544.15,542.8,544.0,39170.0,543.8762
1719317700000,2024-06-25 12:15:00+00:00,544.01,544.11,543.96,544.09,17481.0,544.0365
1719318600000,2024-06-25 12:30:00+00:00,544.03,544.03,543.5896,543.59,71589.0,543.8023
1719319500000,2024-06-25 12:45:00+00:00,543.51,543.97,543.51,543.97,51786.0,543.7415
1719320400000,2024-06-25 13:00:00+00:00,543.92,544.13,543.82,544.11,56618.0,543.9724
1719321300000,2024-06-25 13:15:00+00:00,544.07,544.32,543.92,544.02,165893.0,544.1579
1719322200000,2024-06-25 13:30:00+00:00,543.99,544.07,543.26,543.672,2052798.0,543.6231
1719323100000,2024-06-25 13:45:00+00:00,543.65,543.79,543.03,543.1,1232566.0,543.3157
1719324000000,2024-06-25 14:00:00+00:00,543.12,544.17,543.03,544.07,1303650.0,543.5318
1719324900000,2024-06-25 14:15:00+00:00,544.085,544.17,543.61,543.99,748959.0,543.873
1719325800000,2024-06-25 14:30:00+00:00,543.98,544.26,543.73,543.8325,1348963.0,543.9494
1719326700000,2024-06-25 14:45:00+00:00,543.8,543.87,543.4305,543.665,889326.0,543.6923
1719327600000,2024-06-25 15:00:00+00:00,543.67,544.155,543.5389,544.14,954593.0,543.4877
1719328500000,2024-06-25 15:15:00+00:00,544.14,544.48,543.82,544.06,992224.0,544.1694
1719329400000,2024-06-25 15:30:00+00:00,544.05,544.3,543.93,544.11,1316579.0,543.5563
1719330300000,2024-06-25 15:45:00+00:00,544.13,544.4301,544.02,544.35,1219856.0,544.1101
1719331200000,2024-06-25 16:00:00+00:00,544.34,544.35,543.895,543.935,769510.0,543.4572
1719332100000,2024-06-25 16:15:00+00:00,543.94,543.98,543.42,543.62,1297030.0,543.6842
1719333000000,2024-06-25 16:30:00+00:00,543.61,543.61,542.91,543.09,1105033.0,542.9556
1719333900000,2024-06-25 16:45:00+00:00,543.07,543.18,542.53,542.9502,1342369.0,542.7709
1719334800000,2024-06-25 17:00:00+00:00,542.95,543.44,542.44,543.37,808687.0,542.8838
1719335700000,2024-06-25 17:15:00+00:00,543.36,543.7,543.08,543.69,1948202.0,543.1086
1719336600000,2024-06-25 17:30:00+00:00,543.69,543.8995,543.43,543.845,777974.0,543.6487
1719337500000,2024-06-25 17:45:00+00:00,543.845,544.152,543.79,543.98,507570.0,543.9671
1719338400000,2024-06-25 18:00:00+00:00,543.99,544.46,543.83,544.135,1235812.0,543.7815
1719339300000,2024-06-25 18:15:00+00:00,544.14,544.87,544.095,544.846,869863.0,544.3561
1719340200000,2024-06-25 18:30:00+00:00,544.84,544.86,544.29,544.59,1040498.0,544.0735
1719341100000,2024-06-25 18:45:00+00:00,544.575,544.64,543.8,544.425,1309677.0,543.9489
1719342000000,2024-06-25 19:00:00+00:00,544.42,544.57,544.24,544.42,1177926.0,543.6563
1719342900000,2024-06-25 19:15:00+00:00,544.4204,545.12,544.4204,545.12,1186322.0,544.7553
1719343800000,2024-06-25 19:30:00+00:00,545.12,545.12,544.38,544.52,1527240.0,544.6959
1719344700000,2024-06-25 19:45:00+00:00,544.51,545.2,544.17,544.78,3756199.0,544.7158
1719345600000,2024-06-25 20:00:00+00:00,544.79,544.83,544.44,544.63,2162217.0,544.7257
1719346500000,2024-06-25 20:15:00+00:00,544.62,544.8,544.52,544.61,352445.0,544.6961
1719347400000,2024-06-25 20:30:00+00:00,544.63,544.75,544.6,544.72,250288.0,544.7552
1719348300000,2024-06-25 20:45:00+00:00,544.7,544.8,544.65,544.77,186086.0,544.7011
1719349200000,2024-06-25 21:00:00+00:00,544.65,544.88,544.65,544.88,130934.0,544.8283
1719350100000,2024-06-25 21:15:00+00:00,544.8,544.83,544.75,544.75,14162.0,544.7955
1719351000000,2024-06-25 21:30:00+00:00,544.72,544.83,544.72,544.8,8290.0,544.7919
1719351900000,2024-06-25 21:45:00+00:00,544.82,544.86,544.79,544.79,13132.0,544.8278
1719352800000,2024-06-25 22:00:00+00:00,544.75,544.89,544.6,544.8599,40202.0,544.7615
1719353700000,2024-06-25 22:15:00+00:00,544.86,544.98,544.86,544.91,12238.0,544.9299
1719354600000,2024-06-25 22:30:00+00:00,544.91,544.91,544.7,544.73,279857.0,544.7746
1719355500000,2024-06-25 22:45:00+00:00,544.78,544.86,544.78,544.84,2761.0,544.8355
1719356400000,2024-06-25 23:00:00+00:00,544.87,544.87,544.81,544.81,1769.0,544.8575
1719357300000,2024-06-25 23:15:00+00:00,544.83,544.88,544.72,544.7796,28971.0,544.8399
1719358200000,2024-06-25 23:30:00+00:00,544.76,544.77,544.7306,544.75,1183.0,544.7509
1719359100000,2024-06-25 23:45:00+00:00,544.75,544.75,544.6898,544.6898,4950.0,544.7057
1719388800000,2024-06-26 08:00:00+00:00,546.19,546.45,546.19,546.3,21114.0,546.2459
1719389700000,2024-06-26 08:15:00+00:00,546.24,546.26,546.1,546.19,1108.0,546.2029
1719390600000,2024-06-26 08:30:00+00:00,546.22,546.46,546.18,546.46,2496.0,546.2567
1719391500000,2024-06-26 08:45:00+00:00,546.47,546.55,546.25,546.25,2027.0,546.4533
1719392400000,2024-06-26 09:00:00+00:00,546.06,546.17,546.01,546.03,2789.0,546.095
1719393300000,2024-06-26 09:15:00+00:00,546.07,546.16,546.03,546.11,2358.0,546.0862
1719394200000,2024-06-26 09:30:00+00:00,546.08,546.08,545.98,545.98,701.0,546.028
1719395100000,2024-06-26 09:45:00+00:00,545.68,545.83,545.68,545.68,2495.0,545.7169
1719396000000,2024-06-26 10:00:00+00:00,545.55,545.61,545.51,545.54,7407.0,545.5739
1719396900000,2024-06-26 10:15:00+00:00,545.37,545.4,545.19,545.2,4443.0,545.2937
1719397800000,2024-06-26 10:30:00+00:00,545.2,545.36,545.18,545.36,2472.0,545.2544
1719398700000,2024-06-26 10:45:00+00:00,545.33,545.4,545.13,545.2,4378.0,545.2649
1719399600000,2024-06-26 11:00:00+00:00,545.08,545.17,544.83,545.1,14552.0,545.0041
1719400500000,2024-06-26 11:15:00+00:00,545.1,545.12,544.71,544.82,12131.0,544.9602
1719401400000,2024-06-26 11:30:00+00:00,544.83,544.83,544.64,544.71,16191.0,544.7037
1719402300000,2024-06-26 11:45:00+00:00,544.7,544.99,544.7,544.98,11706.0,544.8319
1719403200000,2024-06-26 12:00:00+00:00,545.05,546.01,544.6,544.6,43820.0,545.0119
1719404100000,2024-06-26 12:15:00+00:00,544.6194,544.71,544.34,544.3804,27525.0,544.5683
1719405000000,2024-06-26 12:30:00+00:00,544.37,544.45,543.85,544.16,120637.0,544.1438
1719405900000,2024-06-26 12:45:00+00:00,544.12,544.18,543.73,543.8,59203.0,543.9452
1719406800000,2024-06-26 13:00:00+00:00,543.74,543.79,543.28,543.56,90972.0,543.4636
1719407700000,2024-06-26 13:15:00+00:00,543.59,543.69,543.22,543.67,98321.0,543.5079
1719408600000,2024-06-26 13:30:00+00:00,543.69,543.93,543.17,543.64,1834058.0,543.5777
1719409500000,2024-06-26 13:45:00+00:00,543.64,544.39,543.58,544.115,1140487.0,544.047
1719410400000,2024-06-26 14:00:00+00:00,544.11,544.615,543.825,544.5001,1061460.0,544.3445
1719411300000,2024-06-26 14:15:00+00:00,544.51,544.8,543.62,543.805,1105262.0,544.3837
1719412200000,2024-06-26 14:30:00+00:00,543.8,544.21,543.75,544.0801,1398088.0,544.0087
1719413100000,2024-06-26 14:45:00+00:00,544.08,544.56,544.05,544.21,892625.0,544.3645
1719414000000,2024-06-26 15:00:00+00:00,544.2,544.4,543.03,543.32,1016504.0,543.7021
1719414900000,2024-06-26 15:15:00+00:00,543.335,544.3,543.265,543.96,738036.0,543.8649
1719415800000,2024-06-26 15:30:00+00:00,543.95,544.28,543.655,544.2606,541757.0,543.9455
1719416700000,2024-06-26 15:45:00+00:00,544.2603,545.45,544.2402,545.32,1168124.0,545.0082
1719417600000,2024-06-26 16:00:00+00:00,545.32,545.32,544.95,545.1,1281790.0,544.9795
1719418500000,2024-06-26 16:15:00+00:00,545.11,545.42,544.89,545.19,702155.0,545.1068
1719419400000,2024-06-26 16:30:00+00:00,545.18,545.34,544.54,544.63,784998.0,544.9454
1719420300000,2024-06-26 16:45:00+00:00,544.65,544.81,544.26,544.76,2178214.0,544.7145
1719421200000,2024-06-26 17:00:00+00:00,544.75,545.02,544.33,544.94,471218.0,544.6965
1719422100000,2024-06-26 17:15:00+00:00,544.9399,544.9399,544.01,544.51,979966.0,544.5441
1719423000000,2024-06-26 17:30:00+00:00,544.53,544.62,544.27,544.58,392484.0,544.4645
1719423900000,2024-06-26 17:45:00+00:00,544.585,544.94,544.36,544.865,402872.0,544.6058
1719424800000,2024-06-26 18:00:00+00:00,544.87,544.87,544.48,544.66,965934.0,544.6399
1719425700000,2024-06-26 18:15:00+00:00,544.66,544.91,544.55,544.735,556887.0,544.6442
1719426600000,2024-06-26 18:30:00+00:00,544.74,544.845,544.3,544.655,571441.0,544.5667
1719427500000,2024-06-26 18:45:00+00:00,544.6524,545.115,544.53,544.545,713558.0,544.8272
1719428400000,2024-06-26 19:00:00+00:00,544.55,544.6571,544.13,544.27,644135.0,544.3425
1719429300000,2024-06-26 19:15:00+00:00,544.27,544.69,544.22,544.6398,587338.0,544.486
1719430200000,2024-06-26 19:30:00+00:00,544.63,544.97,544.45,544.9348,1170302.0,544.7717
1719431100000,2024-06-26 19:45:00+00:00,544.93,546.24,544.6,545.52,6426871.0,545.362
1719432000000,2024-06-26 20:00:00+00:00,545.5,545.649,544.33,544.77,5954426.0,545.4196
1719432900000,2024-06-26 20:15:00+00:00,544.76,545.08,544.76,544.85,450451.0,544.947
1719433800000,2024-06-26 20:30:00+00:00,544.85,544.89,544.58,544.6997,256111.0,544.7352
1719434700000,2024-06-26 20:45:00+00:00,544.69,544.83,544.6,544.82,126819.0,545.2037
1719435600000,2024-06-26 21:00:00+00:00,544.75,544.85,544.68,544.71,38270.0,544.7469
1719436500000,2024-06-26 21:15:00+00:00,544.7,544.7984,544.6,544.6,2939.0,544.6931
1719437400000,2024-06-26 21:30:00+00:00,544.71,544.87,544.6484,544.66,3269.0,544.7438
1719438300000,2024-06-26 21:45:00+00:00,544.62,544.62,544.6,544.6,1008.0,544.6181
1719439200000,2024-06-26 22:00:00+00:00,544.76,544.96,544.76,544.85,19529.0,544.8664
1719440100000,2024-06-26 22:15:00+00:00,544.79,544.82,544.61,544.66,10285.0,544.7573
1719441000000,2024-06-26 22:30:00+00:00,544.55,544.55,544.32,544.37,8015.0,544.4099
1719441900000,2024-06-26 22:45:00+00:00,544.3,544.42,544.3,544.42,5109.0,544.3633
1719442800000,2024-06-26 23:00:00+00:00,544.36,544.4,544.11,544.17,7362.0,544.2482
1719443700000,2024-06-26 23:15:00+00:00,544.05,544.07,543.86,543.94,6040.0,543.999
1719444600000,2024-06-26 23:30:00+00:00,543.93,543.93,543.79,543.91,22031.0,543.8427
1719445500000,2024-06-26 23:45:00+00:00,543.9,544.01,543.9,543.98,11792.0,543.9487
1719475200000,2024-06-27 08:00:00+00:00,544.7,544.84,544.66,544.73,9698.0,544.7481
1719476100000,2024-06-27 08:15:00+00:00,544.68,544.68,544.41,544.41,4221.0,544.569
1719477000000,2024-06-27 08:30:00+00:00,544.43,544.7,544.43,544.7,2654.0,544.5996
1719477900000,2024-06-27 08:45:00+00:00,544.69,544.72,544.53,544.72,2335.0,544.6664
1719478800000,2024-06-27 09:00:00+00:00,544.68,544.9,544.6,544.9,2488.0,544.7613
1719479700000,2024-06-27 09:15:00+00:00,544.84,545.01,544.84,545.01,2659.0,544.9579
1719480600000,2024-06-27 09:30:00+00:00,545.0,545.05,544.97,545.02,2327.0,545.021
1719481500000,2024-06-27 09:45:00+00:00,545.01,545.03,544.9,545.03,2549.0,544.9562
1719482400000,2024-06-27 10:00:00+00:00,545.0,545.16,544.96,544.96,1601.0,545.0843
1719483300000,2024-06-27 10:15:00+00:00,545.13,545.19,545.08,545.19,3152.0,545.1376
1719484200000,2024-06-27 10:30:00+00:00,545.2,545.32,545.15,545.32,2781.0,545.2333
1719485100000,2024-06-27 10:45:00+00:00,545.35,545.35,545.16,545.16,2223.0,545.2038
1719486000000,2024-06-27 11:00:00+00:00,545.18,545.18,544.8,544.8,19798.0,544.8921
1719486900000,2024-06-27 11:15:00+00:00,544.97,545.0,544.77,545.0,2793.0,544.8918
1719487800000,2024-06-27 11:30:00+00:00,544.99,545.16,544.92,545.01,29378.0,545.0744
1719488700000,2024-06-27 11:45:00+00:00,545.01,545.15,544.94,544.95,14108.0,545.0954
1719489600000,2024-06-27 12:00:00+00:00,545.05,545.1818,543.92,544.97,41719.0,544.9433
1719490500000,2024-06-27 12:15:00+00:00,544.97,545.1,544.96,545.1,29005.0,545.0332
1719491400000,2024-06-27 12:30:00+00:00,544.94,545.66,544.74,545.49,103654.0,545.4058
1719492300000,2024-06-27 12:45:00+00:00,545.45,545.75,545.301,545.72,30711.0,545.5341
1719493200000,2024-06-27 13:00:00+00:00,545.67,545.73,545.38,545.44,27348.0,545.5469
1719494100000,2024-06-27 13:15:00+00:00,545.46,545.53,545.35,545.37,36918.0,545.4341
1719495000000,2024-06-27 13:30:00+00:00,545.37,546.77,545.37,546.66,1614188.0,546.1088
1719495900000,2024-06-27 13:45:00+00:00,546.66,546.84,545.14,546.11,1348168.0,545.9703
1719496800000,2024-06-27 14:00:00+00:00,546.1,546.9,545.76,546.87,1164928.0,546.2757
1719497700000,2024-06-27 14:15:00+00:00,546.87,546.96,546.18,546.53,1411071.0,546.463
1719498600000,2024-06-27 14:30:00+00:00,546.53,546.81,546.25,546.51,582179.0,546.5122
1719499500000,2024-06-27 14:45:00+00:00,546.52,546.54,545.62,545.99,1059702.0,545.9839
1719500400000,2024-06-27 15:00:00+00:00,545.97,546.04,545.48,545.58,923635.0,545.693
1719501300000,2024-06-27 15:15:00+00:00,545.58,545.82,544.92,545.29,989831.0,545.5168
1719502200000,2024-06-27 15:30:00+00:00,545.275,545.28,544.67,544.835,1935317.0,545.2526
1719503100000,2024-06-27 15:45:00+00:00,544.84,545.32,544.7,545.225,1083623.0,545.1851
1719504000000,2024-06-27 16:00:00+00:00,545.25,545.69,545.1,545.64,760606.0,545.4235
1719504900000,2024-06-27 16:15:00+00:00,545.6503,546.02,545.59,545.86,1087016.0,545.7657
1719505800000,2024-06-27 16:30:00+00:00,545.85,546.0,545.65,545.94,869769.0,545.8524
1719506700000,2024-06-27 16:45:00+00:00,545.93,546.1,545.612,545.66,506902.0,545.9436
1719507600000,2024-06-27 17:00:00+00:00,545.64,546.14,545.64,545.92,637683.0,545.9559
1719508500000,2024-06-27 17:15:00+00:00,545.93,546.34,545.66,546.305,415664.0,545.9798
1719509400000,2024-06-27 17:30:00+00:00,546.31,546.43,546.02,546.1,462786.0,546.2391
1719510300000,2024-06-27 17:45:00+00:00,546.105,546.28,545.78,545.78,343324.0,546.0555
1719511200000,2024-06-27 18:00:00+00:00,545.79,545.8,544.87,545.11,1002480.0,545.2325
1719512100000,2024-06-27 18:15:00+00:00,545.12,545.27,544.64,544.77,802360.0,544.9606
1719513000000,2024-06-27 18:30:00+00:00,544.78,545.09,544.61,544.72,852458.0,544.7908
1719513900000,2024-06-27 18:45:00+00:00,544.73,545.48,544.68,545.39,811088.0,545.1634
1719514800000,2024-06-27 19:00:00+00:00,545.4,545.69,545.23,545.67,519786.0,545.48
1719515700000,2024-06-27 19:15:00+00:00,545.67,545.81,545.305,545.765,1123632.0,545.4412
1719516600000,2024-06-27 19:30:00+00:00,545.76,545.93,545.5356,545.6901,1358290.0,545.7133
1719517500000,2024-06-27 19:45:00+00:00,545.69,546.4,545.18,546.35,4933058.0,545.7811
1719518400000,2024-06-27 20:00:00+00:00,546.34,546.69,545.6308,546.45,3595530.0,546.1854
1719519300000,2024-06-27 20:15:00+00:00,546.42,546.59,546.38,546.52,491527.0,546.0424
1719520200000,2024-06-27 20:30:00+00:00,546.52,546.55,546.44,546.46,43649.0,546.51
1719521100000,2024-06-27 20:45:00+00:00,546.46,546.5,546.42,546.44,62503.0,546.4289
1719522000000,2024-06-27 21:00:00+00:00,546.44,547.19,546.35,546.4,34383.0,546.6067
1719522900000,2024-06-27 21:15:00+00:00,546.35,546.94,546.13,546.5,165221.0,546.3479
1719523800000,2024-06-27 21:30:00+00:00,546.51,546.51,546.42,546.42,8138.0,546.4565
1719524700000,2024-06-27 21:45:00+00:00,546.47,546.47,546.38,546.47,7527.0,546.4421
1719525600000,2024-06-27 22:00:00+00:00,546.43,546.48,546.37,546.39,31602.0,546.4197
1719526500000,2024-06-27 22:15:00+00:00,546.4404,546.67,546.42,546.67,8496.0,546.5369
1719527400000,2024-06-27 22:30:00+00:00,546.68,546.75,546.68,546.75,11962.0,546.7151
1719528300000,2024-06-27 22:45:00+00:00,546.75,546.78,546.7,546.7,5375.0,546.7531
1719529200000,2024-06-27 23:00:00+00:00,546.74,546.8107,546.74,546.8107,4378.0,546.7907
1719530100000,2024-06-27 23:15:00+00:00,546.83,546.9,546.8295,546.9,2029.0,546.8632
1719531000000,2024-06-27 23:30:00+00:00,546.91,547.0,546.91,547.0,8488.0,546.9631
1719531900000,2024-06-27 23:45:00+00:00,546.96,547.08,546.93,547.08,19315.0,547.0239
1719561600000,2024-06-28 08:00:00+00:00,547.78,547.79,547.6,547.65,6618.0,547.682
1719562500000,2024-06-28 08:15:00+00:00,547.65,547.99,547.65,547.98,3566.0,547.8404
1719563400000,2024-06-28 08:30:00+00:00,548.06,548.06,547.95,547.98,1183.0,547.9816
1719564300000,2024-06-28 08:45:00+00:00,548.05,548.19,547.99,548.19,1777.0,548.0859
1719565200000,2024-06-28 09:00:00+00:00,548.12,548.3,548.11,548.22,3144.0,548.2129
1719566100000,2024-06-28 09:15:00+00:00,548.28,548.4,548.25,548.38,10106.0,548.3662
1719567000000,2024-06-28 09:30:00+00:00,548.44,548.57,548.3,548.56,4415.0,548.4814
1719567900000,2024-06-28 09:45:00+00:00,548.56,548.57,548.48,548.49,9554.0,548.5012
1719568800000,2024-06-28 10:00:00+00:00,548.39,548.47,548.31,548.31,32265.0,548.4031
1719569700000,2024-06-28 10:15:00+00:00,548.36,548.43,548.24,548.38,2961.0,548.3406
1719570600000,2024-06-28 10:30:00+00:00,548.43,548.48,548.42,548.43,13952.0,548.4385
1719571500000,2024-06-28 10:45:00+00:00,548.43,548.45,548.43,548.45,1179.0,548.4463
1719572400000,2024-06-28 11:00:00+00:00,548.45,548.48,548.02,548.41,153388.0,548.3131
1719573300000,2024-06-28 11:15:00+00:00,548.4,548.44,548.27,548.27,24640.0,548.3455
1719574200000,2024-06-28 11:30:00+00:00,548.3,548.45,548.26,548.35,27168.0,548.3813
1719575100000,2024-06-28 11:45:00+00:00,548.36,548.37,548.28,548.31,14290.0,548.3284
1719576000000,2024-06-28 12:00:00+00:00,548.35,548.47,547.51,548.4,77939.0,548.2915
1719576900000,2024-06-28 12:15:00+00:00,548.41,548.66,548.41,548.55,113975.0,548.5585
1719577800000,2024-06-28 12:30:00+00:00,548.0,549.01,547.7,547.99,255845.0,548.4375
1719578700000,2024-06-28 12:45:00+00:00,547.9796,548.01,547.44,547.56,42549.0,547.6811
1719579600000,2024-06-28 13:00:00+00:00,547.64,547.76,547.25,547.61,60788.0,547.5012
1719580500000,2024-06-28 13:15:00+00:00,547.65,547.65,546.92,547.13,217988.0,547.1677
1719581400000,2024-06-28 13:30:00+00:00,547.16,547.94,546.67,547.88,2293504.0,547.391
1719582300000,2024-06-28 13:45:00+00:00,547.87,548.26,547.665,548.055,1321492.0,548.0155
1719583200000,2024-06-28 14:00:00+00:00,548.05,550.28,548.04,550.19,2879724.0,549.5424
1719584100000,2024-06-28 14:15:00+00:00,550.19,550.27,549.35,549.5257,1856517.0,549.7628
